session,bbid,ward,alderperson,vote
2016-2017,293,9,Kenneth Ortmann,Aye
2016-2017,293,10,Joseph Vollmer,Aye
2016-2017,293,11,Thomas A Villa,Aye
2016-2017,293,12,Larry Arnowitz,Aye
2016-2017,293,13,Beth Murphy,Aye
2016-2017,293,14,Carol Howard,Aye
2016-2017,293,15,Megan E. Green,Aye
2016-2017,293,17,Joseph D Roddy,Aye
2016-2017,293,18,Terry Kennedy,Aye
2016-2017,293,19,Marlene E Davis,Aye
2016-2017,293,20,Cara Spencer,Aye
2016-2017,293,21,Antonio D French,Aye
2016-2017,293,22,Jeffrey L Boyd,Aye
2016-2017,293,23,Joseph Vaccaro,Aye
2016-2017,293,24,Scott Ogilvie,Aye
2016-2017,293,25,Shane Cohn,Aye
2016-2017,293,26,Frank Williamson,Aye
2016-2017,293,28,Lyda Krewson,Aye
2016-2017,293,President,Lewis E Reed,Aye
2016-2017,293,16,Ward 16 Vacant,Absent
2016-2017,293,27,Chris Carter,Absent
2016-2017,294,1,Sharon Tyus,Aye
2016-2017,294,2,Dionne Flowers,Aye
2016-2017,294,3,Freeman M Bosley Sr.,Aye
2016-2017,294,4,Samuel L Moore,Aye
2016-2017,294,5,Tammika Hubbard,Aye
2016-2017,294,6,Christine Ingrassia,Aye
2016-2017,294,7,Jack Coatar,Aye
2016-2017,294,8,Stephen Conway,Aye
2016-2017,294,9,Kenneth Ortmann,Aye
2016-2017,294,10,Joseph Vollmer,Aye
2016-2017,294,11,Thomas A Villa,Aye
2016-2017,294,12,Larry Arnowitz,Aye
2016-2017,294,13,Beth Murphy,Aye
2016-2017,294,14,Carol Howard,Aye
2016-2017,294,15,Megan E. Green,Aye
2016-2017,294,17,Joseph D Roddy,Aye
2016-2017,294,18,Terry Kennedy,Aye
2016-2017,294,19,Marlene E Davis,Aye
2016-2017,294,20,Cara Spencer,Aye
2016-2017,294,21,Antonio D French,Aye
2016-2017,294,22,Jeffrey L Boyd,Aye
2016-2017,294,23,Joseph Vaccaro,Aye
2016-2017,294,24,Scott Ogilvie,Aye
2016-2017,294,25,Shane Cohn,Aye
2016-2017,294,26,Frank Williamson,Aye
2016-2017,294,28,Lyda Krewson,Aye
2016-2017,294,President,Lewis E Reed,Aye
2016-2017,294,16,Ward 16 Vacant,Absent
2016-2017,294,27,Chris Carter,Absent
2016-2017,297,1,Sharon Tyus,Aye
2016-2017,297,2,Dionne Flowers,Aye
2016-2017,297,3,Freeman M Bosley Sr.,Aye
2016-2017,297,4,Samuel L Moore,Aye
2016-2017,297,5,Tammika Hubbard,Aye
2016-2017,297,6,Christine Ingrassia,Aye
2016-2017,297,7,Jack Coatar,Aye
2016-2017,297,8,Stephen Conway,Aye
2016-2017,297,9,Kenneth Ortmann,Aye
2016-2017,297,10,Joseph Vollmer,Aye
2016-2017,297,11,Thomas A Villa,Aye
2016-2017,297,12,Larry Arnowitz,Aye
2016-2017,297,13,Beth Murphy,Aye
2016-2017,297,14,Carol Howard,Aye
2016-2017,297,15,Megan E. Green,Aye
2016-2017,297,17,Joseph D Roddy,Aye
2016-2017,297,18,Terry Kennedy,Aye
2016-2017,297,19,Marlene E Davis,Aye
2016-2017,297,20,Cara Spencer,Aye
2016-2017,297,21,Antonio D French,Aye
2016-2017,297,22,Jeffrey L Boyd,Aye
2016-2017,297,23,Joseph Vaccaro,Aye
2016-2017,297,24,Scott Ogilvie,Aye
2016-2017,297,25,Shane Cohn,Aye
2016-2017,297,26,Frank Williamson,Aye
2016-2017,297,28,Lyda Krewson,Aye
2016-2017,297,President,Lewis E Reed,Aye
2016-2017,297,16,Ward 16 Vacant,Absent
2016-2017,297,27,Chris Carter,Absent
2016-2017,298,1,Sharon Tyus,Aye
2016-2017,298,2,Dionne Flowers,Aye
2016-2017,298,3,Freeman M Bosley Sr.,Aye
2016-2017,298,4,Samuel L Moore,Aye
2016-2017,298,5,Tammika Hubbard,Aye
2016-2017,298,6,Christine Ingrassia,Aye
2016-2017,298,7,Jack Coatar,Aye
2016-2017,298,8,Stephen Conway,Aye
2016-2017,298,9,Kenneth Ortmann,Aye
2016-2017,298,10,Joseph Vollmer,Aye
2016-2017,298,11,Thomas A Villa,Aye
2016-2017,298,12,Larry Arnowitz,Aye
2016-2017,298,13,Beth Murphy,Aye
2016-2017,298,14,Carol Howard,Aye
2016-2017,298,15,Megan E. Green,Aye
2016-2017,298,17,Joseph D Roddy,Aye
2016-2017,298,18,Terry Kennedy,Aye
2016-2017,298,19,Marlene E Davis,Aye
2016-2017,298,20,Cara Spencer,Aye
2016-2017,298,21,Antonio D French,Aye
2016-2017,298,22,Jeffrey L Boyd,Aye
2016-2017,298,23,Joseph Vaccaro,Aye
2016-2017,298,24,Scott Ogilvie,Aye
2016-2017,298,25,Shane Cohn,Aye
2016-2017,298,26,Frank Williamson,Aye
2016-2017,298,28,Lyda Krewson,Aye
2016-2017,298,President,Lewis E Reed,Aye
2016-2017,298,16,Ward 16 Vacant,Absent
2016-2017,298,27,Chris Carter,Absent
2016-2017,100,1,Sharon Tyus,Aye
2016-2017,100,2,Dionne Flowers,Aye
2016-2017,100,5,Tammika Hubbard,Aye
2016-2017,100,6,Christine Ingrassia,Aye
2016-2017,100,7,Jack Coatar,Aye
2016-2017,100,9,Kenneth Ortmann,Aye
2016-2017,100,10,Joseph Vollmer,Aye
2016-2017,100,11,Thomas A Villa,Aye
2016-2017,100,13,Beth Murphy,Aye
2016-2017,100,14,Carol Howard,Aye
2016-2017,100,15,Megan E. Green,Aye
2016-2017,100,17,Joseph D Roddy,Aye
2016-2017,100,18,Terry Kennedy,Aye
2016-2017,100,19,Marlene E Davis,Aye
2016-2017,100,20,Cara Spencer,Aye
2016-2017,100,23,Joseph Vaccaro,Aye
2016-2017,100,24,Scott Ogilvie,Aye
2016-2017,100,25,Shane Cohn,Aye
2016-2017,100,26,Frank Williamson,Aye
2016-2017,100,28,Lyda Krewson,Aye
2016-2017,100,3,Freeman M Bosley Sr.,Absent
2016-2017,100,4,Samuel L Moore,Absent
2016-2017,100,8,Stephen Conway,Absent
2016-2017,100,12,Larry Arnowitz,Absent
2016-2017,100,16,Ward 16 Vacant,Absent
2016-2017,100,21,Antonio D French,Absent
2016-2017,100,22,Jeffrey L Boyd,Absent
2016-2017,100,27,Chris Carter,Absent
2016-2017,100,President,Lewis E Reed,Absent
2016-2017,190,1,Sharon Tyus,Aye
2016-2017,190,2,Dionne Flowers,Aye
2016-2017,190,5,Tammika Hubbard,Aye
2016-2017,190,6,Christine Ingrassia,Aye
2016-2017,190,7,Jack Coatar,Aye
2016-2017,190,9,Kenneth Ortmann,Aye
2016-2017,190,10,Joseph Vollmer,Aye
2016-2017,190,11,Thomas A Villa,Aye
2016-2017,190,13,Beth Murphy,Aye
2016-2017,190,14,Carol Howard,Aye
2016-2017,190,15,Megan E. Green,Aye
2016-2017,190,17,Joseph D Roddy,Aye
2016-2017,190,18,Terry Kennedy,Aye
2016-2017,190,19,Marlene E Davis,Aye
2016-2017,190,20,Cara Spencer,Aye
2016-2017,190,23,Joseph Vaccaro,Aye
2016-2017,190,24,Scott Ogilvie,Aye
2016-2017,190,25,Shane Cohn,Aye
2016-2017,190,26,Frank Williamson,Aye
2016-2017,190,28,Lyda Krewson,Aye
2016-2017,190,3,Freeman M Bosley Sr.,Absent
2016-2017,190,4,Samuel L Moore,Absent
2016-2017,190,8,Stephen Conway,Absent
2016-2017,190,12,Larry Arnowitz,Absent
2016-2017,190,16,Ward 16 Vacant,Absent
2016-2017,190,21,Antonio D French,Absent
2016-2017,190,22,Jeffrey L Boyd,Absent
2016-2017,190,27,Chris Carter,Absent
2016-2017,190,President,Lewis E Reed,Absent
2016-2017,191,1,Sharon Tyus,Aye
2016-2017,191,2,Dionne Flowers,Aye
2016-2017,191,5,Tammika Hubbard,Aye
2016-2017,191,6,Christine Ingrassia,Aye
2016-2017,191,7,Jack Coatar,Aye
2016-2017,191,9,Kenneth Ortmann,Aye
2016-2017,191,10,Joseph Vollmer,Aye
2016-2017,191,11,Thomas A Villa,Aye
2016-2017,191,13,Beth Murphy,Aye
2016-2017,191,14,Carol Howard,Aye
2016-2017,191,15,Megan E. Green,Aye
2016-2017,191,17,Joseph D Roddy,Aye
2016-2017,191,18,Terry Kennedy,Aye
2016-2017,191,19,Marlene E Davis,Aye
2016-2017,191,20,Cara Spencer,Aye
2016-2017,191,23,Joseph Vaccaro,Aye
2016-2017,191,24,Scott Ogilvie,Aye
2016-2017,191,25,Shane Cohn,Aye
2016-2017,191,26,Frank Williamson,Aye
2016-2017,191,28,Lyda Krewson,Aye
2016-2017,191,3,Freeman M Bosley Sr.,Absent
2016-2017,191,4,Samuel L Moore,Absent
2016-2017,191,8,Stephen Conway,Absent
2016-2017,191,12,Larry Arnowitz,Absent
2016-2017,191,16,Ward 16 Vacant,Absent
2016-2017,191,21,Antonio D French,Absent
2016-2017,191,22,Jeffrey L Boyd,Absent
2016-2017,191,27,Chris Carter,Absent
2016-2017,191,President,Lewis E Reed,Absent
2016-2017,200,1,Sharon Tyus,Aye
2016-2017,200,2,Dionne Flowers,Aye
2016-2017,200,5,Tammika Hubbard,Aye
2016-2017,200,6,Christine Ingrassia,Aye
2016-2017,200,7,Jack Coatar,Aye
2016-2017,200,9,Kenneth Ortmann,Aye
2016-2017,200,10,Joseph Vollmer,Aye
2016-2017,200,11,Thomas A Villa,Aye
2016-2017,200,13,Beth Murphy,Aye
2016-2017,200,14,Carol Howard,Aye
2016-2017,200,15,Megan E. Green,Aye
2016-2017,200,17,Joseph D Roddy,Aye
2016-2017,200,18,Terry Kennedy,Aye
2016-2017,200,19,Marlene E Davis,Aye
2016-2017,200,20,Cara Spencer,Aye
2016-2017,200,23,Joseph Vaccaro,Aye
2016-2017,200,24,Scott Ogilvie,Aye
2016-2017,200,25,Shane Cohn,Aye
2016-2017,200,26,Frank Williamson,Aye
2016-2017,200,28,Lyda Krewson,Aye
2016-2017,200,3,Freeman M Bosley Sr.,Absent
2016-2017,200,4,Samuel L Moore,Absent
2016-2017,200,8,Stephen Conway,Absent
2016-2017,200,12,Larry Arnowitz,Absent
2016-2017,200,16,Ward 16 Vacant,Absent
2016-2017,200,21,Antonio D French,Absent
2016-2017,200,22,Jeffrey L Boyd,Absent
2016-2017,200,27,Chris Carter,Absent
2016-2017,200,President,Lewis E Reed,Absent
2016-2017,205,1,Sharon Tyus,Aye
2016-2017,205,2,Dionne Flowers,Aye
2016-2017,205,5,Tammika Hubbard,Aye
2016-2017,205,6,Christine Ingrassia,Aye
2016-2017,205,7,Jack Coatar,Aye
2016-2017,205,9,Kenneth Ortmann,Aye
2016-2017,205,10,Joseph Vollmer,Aye
2016-2017,205,11,Thomas A Villa,Aye
2016-2017,205,13,Beth Murphy,Aye
2016-2017,205,14,Carol Howard,Aye
2016-2017,205,15,Megan E. Green,Aye
2016-2017,205,17,Joseph D Roddy,Aye
2016-2017,205,18,Terry Kennedy,Aye
2016-2017,205,19,Marlene E Davis,Aye
2016-2017,205,20,Cara Spencer,Aye
2016-2017,205,23,Joseph Vaccaro,Aye
2016-2017,205,24,Scott Ogilvie,Aye
2016-2017,205,25,Shane Cohn,Aye
2016-2017,205,26,Frank Williamson,Aye
2016-2017,205,28,Lyda Krewson,Aye
2016-2017,205,3,Freeman M Bosley Sr.,Absent
2016-2017,205,4,Samuel L Moore,Absent
2016-2017,205,8,Stephen Conway,Absent
2016-2017,205,12,Larry Arnowitz,Absent
2016-2017,205,16,Ward 16 Vacant,Absent
2016-2017,205,21,Antonio D French,Absent
2016-2017,205,22,Jeffrey L Boyd,Absent
2016-2017,205,27,Chris Carter,Absent
2016-2017,205,President,Lewis E Reed,Absent
2016-2017,213,1,Sharon Tyus,Aye
2016-2017,213,2,Dionne Flowers,Aye
2016-2017,213,5,Tammika Hubbard,Aye
2016-2017,213,6,Christine Ingrassia,Aye
2016-2017,213,7,Jack Coatar,Aye
2016-2017,213,9,Kenneth Ortmann,Aye
2016-2017,213,10,Joseph Vollmer,Aye
2016-2017,213,11,Thomas A Villa,Aye
2016-2017,213,13,Beth Murphy,Aye
2016-2017,213,14,Carol Howard,Aye
2016-2017,213,15,Megan E. Green,Aye
2016-2017,213,17,Joseph D Roddy,Aye
2016-2017,213,18,Terry Kennedy,Aye
2016-2017,213,19,Marlene E Davis,Aye
2016-2017,213,20,Cara Spencer,Aye
2016-2017,213,23,Joseph Vaccaro,Aye
2016-2017,213,24,Scott Ogilvie,Aye
2016-2017,213,25,Shane Cohn,Aye
2016-2017,213,26,Frank Williamson,Aye
2016-2017,213,28,Lyda Krewson,Aye
2016-2017,213,3,Freeman M Bosley Sr.,Absent
2016-2017,213,4,Samuel L Moore,Absent
2016-2017,213,8,Stephen Conway,Absent
2016-2017,213,12,Larry Arnowitz,Absent
2016-2017,213,16,Ward 16 Vacant,Absent
2016-2017,213,21,Antonio D French,Absent
2016-2017,213,22,Jeffrey L Boyd,Absent
2016-2017,213,27,Chris Carter,Absent
2016-2017,213,President,Lewis E Reed,Absent
2016-2017,214,1,Sharon Tyus,Aye
2016-2017,214,2,Dionne Flowers,Aye
2016-2017,214,5,Tammika Hubbard,Aye
2016-2017,214,6,Christine Ingrassia,Aye
2016-2017,214,7,Jack Coatar,Aye
2016-2017,214,9,Kenneth Ortmann,Aye
2016-2017,214,10,Joseph Vollmer,Aye
2016-2017,214,11,Thomas A Villa,Aye
2016-2017,214,13,Beth Murphy,Aye
2016-2017,214,14,Carol Howard,Aye
2016-2017,214,15,Megan E. Green,Aye
2016-2017,214,17,Joseph D Roddy,Aye
2016-2017,214,18,Terry Kennedy,Aye
2016-2017,214,19,Marlene E Davis,Aye
2016-2017,214,20,Cara Spencer,Aye
2016-2017,214,23,Joseph Vaccaro,Aye
2016-2017,214,24,Scott Ogilvie,Aye
2016-2017,214,25,Shane Cohn,Aye
2016-2017,214,26,Frank Williamson,Aye
2016-2017,214,28,Lyda Krewson,Aye
2016-2017,214,3,Freeman M Bosley Sr.,Absent
2016-2017,214,4,Samuel L Moore,Absent
2016-2017,214,8,Stephen Conway,Absent
2016-2017,214,12,Larry Arnowitz,Absent
2016-2017,214,16,Ward 16 Vacant,Absent
2016-2017,214,21,Antonio D French,Absent
2016-2017,214,22,Jeffrey L Boyd,Absent
2016-2017,214,27,Chris Carter,Absent
2016-2017,214,President,Lewis E Reed,Absent
2016-2017,216,1,Sharon Tyus,Aye
2016-2017,216,2,Dionne Flowers,Aye
2016-2017,216,5,Tammika Hubbard,Aye
2016-2017,216,6,Christine Ingrassia,Aye
2016-2017,216,7,Jack Coatar,Aye
2016-2017,216,9,Kenneth Ortmann,Aye
2016-2017,216,10,Joseph Vollmer,Aye
2016-2017,216,11,Thomas A Villa,Aye
2016-2017,216,13,Beth Murphy,Aye
2016-2017,216,14,Carol Howard,Aye
2016-2017,216,15,Megan E. Green,Aye
2016-2017,216,17,Joseph D Roddy,Aye
2016-2017,216,18,Terry Kennedy,Aye
2016-2017,216,19,Marlene E Davis,Aye
2016-2017,216,20,Cara Spencer,Aye
2016-2017,216,23,Joseph Vaccaro,Aye
2016-2017,216,24,Scott Ogilvie,Aye
2016-2017,216,25,Shane Cohn,Aye
2016-2017,216,26,Frank Williamson,Aye
2016-2017,216,28,Lyda Krewson,Aye
2016-2017,216,3,Freeman M Bosley Sr.,Absent
2016-2017,216,4,Samuel L Moore,Absent
2016-2017,216,8,Stephen Conway,Absent
2016-2017,216,12,Larry Arnowitz,Absent
2016-2017,216,16,Ward 16 Vacant,Absent
2016-2017,216,21,Antonio D French,Absent
2016-2017,216,22,Jeffrey L Boyd,Absent
2016-2017,216,27,Chris Carter,Absent
2016-2017,216,President,Lewis E Reed,Absent
2016-2017,218,1,Sharon Tyus,Aye
2016-2017,218,2,Dionne Flowers,Aye
2016-2017,218,5,Tammika Hubbard,Aye
2016-2017,218,6,Christine Ingrassia,Aye
2016-2017,218,7,Jack Coatar,Aye
2016-2017,218,9,Kenneth Ortmann,Aye
2016-2017,218,10,Joseph Vollmer,Aye
2016-2017,218,11,Thomas A Villa,Aye
2016-2017,218,13,Beth Murphy,Aye
2016-2017,218,14,Carol Howard,Aye
2016-2017,218,15,Megan E. Green,Aye
2016-2017,218,17,Joseph D Roddy,Aye
2016-2017,218,18,Terry Kennedy,Aye
2016-2017,218,19,Marlene E Davis,Aye
2016-2017,218,20,Cara Spencer,Aye
2016-2017,218,23,Joseph Vaccaro,Aye
2016-2017,218,24,Scott Ogilvie,Aye
2016-2017,218,25,Shane Cohn,Aye
2016-2017,218,26,Frank Williamson,Aye
2016-2017,218,28,Lyda Krewson,Aye
2016-2017,218,3,Freeman M Bosley Sr.,Absent
2016-2017,218,4,Samuel L Moore,Absent
2016-2017,218,8,Stephen Conway,Absent
2016-2017,218,12,Larry Arnowitz,Absent
2016-2017,218,16,Ward 16 Vacant,Absent
2016-2017,218,21,Antonio D French,Absent
2016-2017,218,22,Jeffrey L Boyd,Absent
2016-2017,218,27,Chris Carter,Absent
2016-2017,218,President,Lewis E Reed,Absent
2016-2017,220,1,Sharon Tyus,Aye
2016-2017,220,2,Dionne Flowers,Aye
2016-2017,220,5,Tammika Hubbard,Aye
2016-2017,220,6,Christine Ingrassia,Aye
2016-2017,220,7,Jack Coatar,Aye
2016-2017,220,9,Kenneth Ortmann,Aye
2016-2017,220,10,Joseph Vollmer,Aye
2016-2017,220,11,Thomas A Villa,Aye
2016-2017,220,13,Beth Murphy,Aye
2016-2017,220,14,Carol Howard,Aye
2016-2017,220,15,Megan E. Green,Aye
2016-2017,220,17,Joseph D Roddy,Aye
2016-2017,220,18,Terry Kennedy,Aye
2016-2017,220,19,Marlene E Davis,Aye
2016-2017,220,20,Cara Spencer,Aye
2016-2017,220,23,Joseph Vaccaro,Aye
2016-2017,220,24,Scott Ogilvie,Aye
2016-2017,220,25,Shane Cohn,Aye
2016-2017,220,26,Frank Williamson,Aye
2016-2017,220,28,Lyda Krewson,Aye
2016-2017,220,3,Freeman M Bosley Sr.,Absent
2016-2017,220,4,Samuel L Moore,Absent
2016-2017,220,8,Stephen Conway,Absent
2016-2017,220,12,Larry Arnowitz,Absent
2016-2017,220,16,Ward 16 Vacant,Absent
2016-2017,220,21,Antonio D French,Absent
2016-2017,220,22,Jeffrey L Boyd,Absent
2016-2017,220,27,Chris Carter,Absent
2016-2017,220,President,Lewis E Reed,Absent
2016-2017,225,1,Sharon Tyus,Aye
2016-2017,225,2,Dionne Flowers,Aye
2016-2017,225,5,Tammika Hubbard,Aye
2016-2017,225,6,Christine Ingrassia,Aye
2016-2017,225,7,Jack Coatar,Aye
2016-2017,225,9,Kenneth Ortmann,Aye
2016-2017,225,10,Joseph Vollmer,Aye
2016-2017,225,11,Thomas A Villa,Aye
2016-2017,225,13,Beth Murphy,Aye
2016-2017,225,14,Carol Howard,Aye
2016-2017,225,15,Megan E. Green,Aye
2016-2017,225,17,Joseph D Roddy,Aye
2016-2017,225,18,Terry Kennedy,Aye
2016-2017,225,19,Marlene E Davis,Aye
2016-2017,225,20,Cara Spencer,Aye
2016-2017,225,23,Joseph Vaccaro,Aye
2016-2017,225,24,Scott Ogilvie,Aye
2016-2017,225,25,Shane Cohn,Aye
2016-2017,225,26,Frank Williamson,Aye
2016-2017,225,28,Lyda Krewson,Aye
2016-2017,225,3,Freeman M Bosley Sr.,Absent
2016-2017,225,4,Samuel L Moore,Absent
2016-2017,225,8,Stephen Conway,Absent
2016-2017,225,12,Larry Arnowitz,Absent
2016-2017,225,16,Ward 16 Vacant,Absent
2016-2017,225,21,Antonio D French,Absent
2016-2017,225,22,Jeffrey L Boyd,Absent
2016-2017,225,27,Chris Carter,Absent
2016-2017,225,President,Lewis E Reed,Absent
2016-2017,229,1,Sharon Tyus,Aye
2016-2017,229,2,Dionne Flowers,Aye
2016-2017,229,5,Tammika Hubbard,Aye
2016-2017,229,6,Christine Ingrassia,Aye
2016-2017,229,7,Jack Coatar,Aye
2016-2017,229,9,Kenneth Ortmann,Aye
2016-2017,229,10,Joseph Vollmer,Aye
2016-2017,229,11,Thomas A Villa,Aye
2016-2017,229,13,Beth Murphy,Aye
2016-2017,229,14,Carol Howard,Aye
2016-2017,229,15,Megan E. Green,Aye
2016-2017,229,17,Joseph D Roddy,Aye
2016-2017,229,18,Terry Kennedy,Aye
2016-2017,229,19,Marlene E Davis,Aye
2016-2017,229,20,Cara Spencer,Aye
2016-2017,229,23,Joseph Vaccaro,Aye
2016-2017,229,24,Scott Ogilvie,Aye
2016-2017,229,25,Shane Cohn,Aye
2016-2017,229,26,Frank Williamson,Aye
2016-2017,229,28,Lyda Krewson,Aye
2016-2017,229,3,Freeman M Bosley Sr.,Absent
2016-2017,229,4,Samuel L Moore,Absent
2016-2017,229,8,Stephen Conway,Absent
2016-2017,229,12,Larry Arnowitz,Absent
2016-2017,229,16,Ward 16 Vacant,Absent
2016-2017,229,21,Antonio D French,Absent
2016-2017,229,22,Jeffrey L Boyd,Absent
2016-2017,229,27,Chris Carter,Absent
2016-2017,229,President,Lewis E Reed,Absent
2016-2017,230,1,Sharon Tyus,Aye
2016-2017,230,2,Dionne Flowers,Aye
2016-2017,230,5,Tammika Hubbard,Aye
2016-2017,230,6,Christine Ingrassia,Aye
2016-2017,230,7,Jack Coatar,Aye
2016-2017,230,9,Kenneth Ortmann,Aye
2016-2017,230,10,Joseph Vollmer,Aye
2016-2017,230,11,Thomas A Villa,Aye
2016-2017,230,13,Beth Murphy,Aye
2016-2017,230,14,Carol Howard,Aye
2016-2017,230,15,Megan E. Green,Aye
2016-2017,230,17,Joseph D Roddy,Aye
2016-2017,230,18,Terry Kennedy,Aye
2016-2017,230,19,Marlene E Davis,Aye
2016-2017,230,20,Cara Spencer,Aye
2016-2017,230,23,Joseph Vaccaro,Aye
2016-2017,230,24,Scott Ogilvie,Aye
2016-2017,230,25,Shane Cohn,Aye
2016-2017,230,26,Frank Williamson,Aye
2016-2017,230,28,Lyda Krewson,Aye
2016-2017,230,3,Freeman M Bosley Sr.,Absent
2016-2017,230,4,Samuel L Moore,Absent
2016-2017,230,8,Stephen Conway,Absent
2016-2017,230,12,Larry Arnowitz,Absent
2016-2017,230,16,Ward 16 Vacant,Absent
2016-2017,230,21,Antonio D French,Absent
2016-2017,230,22,Jeffrey L Boyd,Absent
2016-2017,230,27,Chris Carter,Absent
2016-2017,230,President,Lewis E Reed,Absent
2016-2017,232,1,Sharon Tyus,Aye
2016-2017,232,2,Dionne Flowers,Aye
2016-2017,232,5,Tammika Hubbard,Aye
2016-2017,232,6,Christine Ingrassia,Aye
2016-2017,232,7,Jack Coatar,Aye
2016-2017,232,9,Kenneth Ortmann,Aye
2016-2017,232,10,Joseph Vollmer,Aye
2016-2017,232,11,Thomas A Villa,Aye
2016-2017,232,13,Beth Murphy,Aye
2016-2017,232,14,Carol Howard,Aye
2016-2017,232,15,Megan E. Green,Aye
2016-2017,232,17,Joseph D Roddy,Aye
2016-2017,232,18,Terry Kennedy,Aye
2016-2017,232,19,Marlene E Davis,Aye
2016-2017,232,20,Cara Spencer,Aye
2016-2017,232,23,Joseph Vaccaro,Aye
2016-2017,232,24,Scott Ogilvie,Aye
2016-2017,232,25,Shane Cohn,Aye
2016-2017,232,26,Frank Williamson,Aye
2016-2017,232,28,Lyda Krewson,Aye
2016-2017,232,3,Freeman M Bosley Sr.,Absent
2016-2017,232,4,Samuel L Moore,Absent
2016-2017,232,8,Stephen Conway,Absent
2016-2017,232,12,Larry Arnowitz,Absent
2016-2017,232,16,Ward 16 Vacant,Absent
2016-2017,232,21,Antonio D French,Absent
2016-2017,232,22,Jeffrey L Boyd,Absent
2016-2017,232,27,Chris Carter,Absent
2016-2017,232,President,Lewis E Reed,Absent
2016-2017,233,1,Sharon Tyus,Aye
2016-2017,233,2,Dionne Flowers,Aye
2016-2017,233,5,Tammika Hubbard,Aye
2016-2017,233,6,Christine Ingrassia,Aye
2016-2017,233,7,Jack Coatar,Aye
2016-2017,233,9,Kenneth Ortmann,Aye
2016-2017,233,10,Joseph Vollmer,Aye
2016-2017,233,11,Thomas A Villa,Aye
2016-2017,233,13,Beth Murphy,Aye
2016-2017,233,14,Carol Howard,Aye
2016-2017,233,15,Megan E. Green,Aye
2016-2017,233,17,Joseph D Roddy,Aye
2016-2017,233,18,Terry Kennedy,Aye
2016-2017,233,19,Marlene E Davis,Aye
2016-2017,233,20,Cara Spencer,Aye
2016-2017,233,23,Joseph Vaccaro,Aye
2016-2017,233,24,Scott Ogilvie,Aye
2016-2017,233,25,Shane Cohn,Aye
2016-2017,233,26,Frank Williamson,Aye
2016-2017,233,28,Lyda Krewson,Aye
2016-2017,233,3,Freeman M Bosley Sr.,Absent
2016-2017,233,4,Samuel L Moore,Absent
2016-2017,233,8,Stephen Conway,Absent
2016-2017,233,12,Larry Arnowitz,Absent
2016-2017,233,16,Ward 16 Vacant,Absent
2016-2017,233,21,Antonio D French,Absent
2016-2017,233,22,Jeffrey L Boyd,Absent
2016-2017,233,27,Chris Carter,Absent
2016-2017,233,President,Lewis E Reed,Absent
2016-2017,234,1,Sharon Tyus,Aye
2016-2017,234,2,Dionne Flowers,Aye
2016-2017,234,5,Tammika Hubbard,Aye
2016-2017,234,6,Christine Ingrassia,Aye
2016-2017,234,7,Jack Coatar,Aye
2016-2017,234,9,Kenneth Ortmann,Aye
2016-2017,234,10,Joseph Vollmer,Aye
2016-2017,234,11,Thomas A Villa,Aye
2016-2017,234,13,Beth Murphy,Aye
2016-2017,234,14,Carol Howard,Aye
2016-2017,234,15,Megan E. Green,Aye
2016-2017,234,17,Joseph D Roddy,Aye
2016-2017,234,18,Terry Kennedy,Aye
2016-2017,234,19,Marlene E Davis,Aye
2016-2017,234,20,Cara Spencer,Aye
2016-2017,234,23,Joseph Vaccaro,Aye
2016-2017,234,24,Scott Ogilvie,Aye
2016-2017,234,25,Shane Cohn,Aye
2016-2017,234,26,Frank Williamson,Aye
2016-2017,234,28,Lyda Krewson,Aye
2016-2017,234,3,Freeman M Bosley Sr.,Absent
2016-2017,234,4,Samuel L Moore,Absent
2016-2017,234,8,Stephen Conway,Absent
2016-2017,234,12,Larry Arnowitz,Absent
2016-2017,234,16,Ward 16 Vacant,Absent
2016-2017,234,21,Antonio D French,Absent
2016-2017,234,22,Jeffrey L Boyd,Absent
2016-2017,234,27,Chris Carter,Absent
2016-2017,234,President,Lewis E Reed,Absent
2016-2017,236,1,Sharon Tyus,Aye
2016-2017,236,2,Dionne Flowers,Aye
2016-2017,236,5,Tammika Hubbard,Aye
2016-2017,236,6,Christine Ingrassia,Aye
2016-2017,236,7,Jack Coatar,Aye
2016-2017,236,9,Kenneth Ortmann,Aye
2016-2017,236,10,Joseph Vollmer,Aye
2016-2017,236,11,Thomas A Villa,Aye
2016-2017,236,13,Beth Murphy,Aye
2016-2017,236,14,Carol Howard,Aye
2016-2017,236,15,Megan E. Green,Aye
2016-2017,236,17,Joseph D Roddy,Aye
2016-2017,236,18,Terry Kennedy,Aye
2016-2017,236,19,Marlene E Davis,Aye
2016-2017,236,20,Cara Spencer,Aye
2016-2017,236,23,Joseph Vaccaro,Aye
2016-2017,236,24,Scott Ogilvie,Aye
2016-2017,236,25,Shane Cohn,Aye
2016-2017,236,26,Frank Williamson,Aye
2016-2017,236,28,Lyda Krewson,Aye
2016-2017,236,3,Freeman M Bosley Sr.,Absent
2016-2017,236,4,Samuel L Moore,Absent
2016-2017,236,8,Stephen Conway,Absent
2016-2017,236,12,Larry Arnowitz,Absent
2016-2017,236,16,Ward 16 Vacant,Absent
2016-2017,236,21,Antonio D French,Absent
2016-2017,236,22,Jeffrey L Boyd,Absent
2016-2017,236,27,Chris Carter,Absent
2016-2017,236,President,Lewis E Reed,Absent
